Name;Starter_Ideas;Ambition;Trigger;Idea1;Idea2;Idea3;Idea4;Idea5;Idea6;Idea7;Adjective;Country
KRA_ideas;Trade Steering = 0.1 && Trade Efficiency = 0.1;Yearly prestige = 1;tag = Krakow;Legendary Legacy = Morale of armies = 0.1;Seat of Government = Stability cost modifier = -0.1;City Rights = National tax modifier = 0.10;Casimirian Fortifications = Fort Defence = 0.20;Jewish Communities = Possible Advisors = 1;Polish Athens = technology cost = -0.05;The Free City = Diplomat = 1 && Diplomatic relation = 1;Krakowian;Krakow
AJU_ideas;Construction Cost = -0.1 && Missionary strength = 0.01;Morale of armies = 0.1;tag = Ajuuraan;Maritime Enterprise = Ship cost = -0.1;Istunka Tournament = National unrest = -1;Gareen Imams = Missionaries = 1;Muslim Migrations = Possible Advisors = 1;Hydraulic Empire = Development cost = -0.1 && Stability cost modifier = -0.1;Expelling the Infidel = Land leader shock = 1;Ottoman Assistance = Institution spread = 0.1;Ajuuraan;Ajuuraan
RYA_ideas;National unrest = -1 && Recover army morale speed = 0.05;Morale of armies = 0.10;tag = Ryazan;The Arsenal of Ryazan = Land force limit modifier = 0.25 && National manpower modifier = 0.15;Tatar Mercenaries = Cavalry cost = -0.1;Land Charters = Manpower recovery speed = 0.15;Russian Grain = Production Efficiency = 0.1;March of Russia = War Exhaustion = -0.02 && Infantry Combat Ability = 0.05;Russian Ambition = Core-Creation Cost = -0.15;Western Contacts = Advisor cost = -0.1;Ryazanian;Ryazan
TVE_ideas;Land force limit modifier = 0.2 && Provincial trade power = 0.15;Reinforce speed = 0.15;tag = Tver;Tverian Merchants = Trade Efficiency = 0.1;Defend Against Muscovy = Fort Defence = 0.2;Patriarch of Tver = Stability cost modifier = -0.1;Tverian Architects = Construction Cost = -0.15;Cloth Business = Production Efficiency = 0.1;Tverian Tercio = Infantry Combat Ability = 0.1;National Army = National manpower modifier = 0.33;Tverian;Tver
YAR_ideas;Reinforce speed = 0.15 && Manpower recovery speed = 0.1;Prestige from land battles = 0.50;tag = Yaroslavl;Between Hammer and Anvil = Cost to fabricate claims = -0.25;Third Option = Diplomatic Reputation = 1;Reform Boyars = Infantry Cost = -0.10 && Cavalry cost = -0.10;Siberian Mercenaries = Mercenary maintenance = -0.15;Cult of Generals = Yearly Army Tradition = 0.5;The Two Towers = Fort Defence = 0.15;Russian Ambition = Improve relations = 0.5;Yaroslavlian;Yaroslavl
PSK_ideas;Caravan power = 0.15 && Merchants = 1;Goods produced modifier = 0.2;tag = Pskov;Veche of Pskov = Possible Advisors = 1;Legacy of Daumantas = Recover army morale speed = 0.05;Balt Mercenaries = Mercenary maintenance = -0.1;Pskov Charter = National unrest = -2;The Knights Guard = Mercenary manpower = 0.25;Arts and Crafts of Pskov = Global trade power = 0.1;Pskov Before All Others = Trade Steering = 0.20;Pskovian;Pskov
SMO_ideas;Yearly prestige decay = -0.01 && Advisor cost = -0.15;Yearly prestige = 1;tag = Smolensk;Smolenskian Resolve = Religious Unity = 0.15;The Armories of Smolensk = Land fire damage = 0.1;Western Mercenaries = Mercenary maintenance = -0.15;The Great Foundry = Artillery Cost = -0.2;Hold The Line = Land leader fire = 1;Artillery Before All = Artillery combat ability = 0.1;Tsar Mortars = Siege ability = 0.10;Smolenskian;Smolensk
BOS_ideas;Religious Unity = 0.25 && Tolerance of Heretics = 4;Core-Creation Cost = -0.15;tag = Bosnia;Heretic Teachings = technology cost = -0.05;Per Aspera ad Astra = Legitimacy = 1;Empower Bosnian Nobility = Leader without upkeep = 1;Italian Connections = Diplomatic relation = 1;Land of Princes = Vassal force limit contribution = 1 && Income from vassals = 0.25;Flexible Diplomacy = Diplomat = 1;Over the Hills and Through the Woods = Attrition for enemies = 1 && Fort Defence = 0.15;Bosnian;Bosnia
HRZ_ideas;Land leader maneuver = 1 && Goods produced modifier = 0.1;Core-Creation Cost = -0.15;tag = Herzegovina;Eparchy = Tolerance of True Faith = 2;Saint Sava = Missionaries = 1 && Missionary strength vs heretics = 0.01;Stjepan's Rebellion = Morale of armies = 0.1;Accommodation with the Ottoman Turks = Diplomatic Reputation = 1;Land of Princes = Vassal force limit contribution = 1 && Income from vassals = 0.25;Herceg = National unrest = -1;Shifting Allegiances = Diplomatic relation = 1;Herzegovinian;Herzegovina
MOL_ideas;Morale of armies = 0.10 && Improve relations = 0.33;Fort Defence = 0.10;tag = Moldavia;First Dismounting = Yearly prestige = 1;Razesi Peasants = Manpower recovery speed = 0.1;Upper Boyars = Land force limit modifier = 0.25;Hospodar of Moldavia = Legitimacy = 1;Metropolis of Moldavia = Missionary strength = 0.02;Vlachs = Culture conversion cost = -0.1;Moldavian Trade = Trade Efficiency = 0.1;Moldavian;Moldavia
AIR_ideas;Movement speed = 0.15 && Caravan power = 0.2;Land leader shock = 1;TAG = Air;The Taghlamt = Trade Efficiency = 0.10;Cross of Agades = Morale of armies = 0.15;Legacy of Tin-Hinan = Legitimacy = 1;The Blue People = Yearly prestige = 1;Inadan Castes = Production Efficiency = 0.1;Nomadic Traditions = Land leader maneuver = 1;Ineslemen Teachings = Missionary strength = 0.01;Air;Air
mossi_ideas;National unrest = -1 && Cavalry combat ability = 0.1;Diplomatic relation = 1;primary culture = Mossi;Rialé and Yennenga = Legitimacy = 1;Cavalry Raids = Cavalry flanking ability = 0.5;Nyonnyonse Vassals = Max promoted culture = 1;The Nakomse = Monthly autonomy change = -0.05;Land of the Ancestors = Fort Defence = 0.15;Honoring the Masks = Tolerance of True Faith = 2;The Friday Court = Stability cost modifier = -0.1;Mossi;Mossi
fulani_jihad_ideas;Recover army morale speed = 0.05 && Cavalry cost = -0.10;Yearly Army Tradition From Battles = 0.5;TAG = Sokoto && has country flag = fulani jihad state && ;Wandering Scholars = Missionaries = 1;Unrighteous Kings = Fort Defence = 0.15;Fulani Jihads = Missionary strength = 0.01;Imams and Emirs = Morale of armies = 0.1;Islamic Scholarship = Tolerance of True Faith = 2;Community of the Faithful = Max promoted culture = 1;The Caliph in Africa = Yearly prestige = 1;Fulani Jihad;fulani jihad
TAR_ideas;Legitimacy = 1 && Years of separatism = -5;Manpower recovery speed = 0.1;TAG = Tarascan;Copperworking = Infantry Combat Ability = 0.1;No Mercy = National unrest = -1;Merchant-Officials = Trade Efficiency = 0.1;War Bonfires = Recruitment time = -0.10;Fortified Frontier = Fort Defence = 0.10 && Fort maintenance = -0.10;Otomi Settlements= National manpower modifier = 0.15;Tarascan Assimilation = Core-Creation Cost = -0.15;Tzintzuntzani;Tarascan
KAR_ideas;Yearly Army Tradition = 0.5 && Core-Creation Cost = -0.2;Discipline = 0.05;tag = Karaman;Mehmet Bey's Firman = Stability cost modifier = -0.1 && Culture conversion cost = -0.2;Ghazi = ;Karamanid Cavalry = Cavalry combat ability = 0.15;Seize the Opportunity = Diplomat = 1;Karamanid Architecture = Development cost = -0.1;Home of the Whirling Dervishes = Religious Unity = 0.2;True Heirs of the Seljuk Empire = Legitimacy = 1;Karamanese;Karaman
MON_ideas;Fort Defence = 0.15 && Attrition for enemies = 1;Infantry Combat Ability = 0.1;tag = Montenegro;Legacy Of Diocleia = Legitimacy = 1;Metropolitanate of Montenegro = Tolerance of True Faith = 1;Clan Society = Infantry Cost = -0.1;Balkan Gusars = Embargo Efficiency = 0.1 && Privateer efficiency = 0.15;The Call Of The Sea = Navy Tradition = 1;Tax Reform = National tax modifier = 0.1;Cojstvo I Junastvo = National manpower modifier = 0.15;Montenegrin;Montenegro
RMN_ideas;Discipline = 0.05 && Tolerance of True Faith = 2;Improve relations = 0.25;tag = Romania;Flexible Recruiting = Manpower recovery speed = 0.2;Skilled Commanders = Land leader maneuver = 1;Scorch the Lands and Poison the Wells = Attrition for enemies = 1;Latin Island = Legitimacy = 1;Peasant Soldiers = Infantry Cost = -0.1 && National manpower modifier = 0.1;Phanariote Traders = Global trade power = 0.15;Phanariote Taxes = National tax modifier = 0.1;Romanian;Romania
ATH_ideas;Fort Defence = 0.1 && Tolerance of Heretics = 4;Morale of armies = 0.1;tag = Athens;Dominus Athenarum = Legitimacy = 1;Athenian Openness = Max promoted culture = 1;Athenian Pragmatism = Diplomatic Reputation = 1;Revive the Latin Greece = Yearly prestige = 1;Latin Contracts = National unrest = -1;Preserve Archbishop of Athens = Missionary strength = 0.01;Athenian Army Reform = Infantry Combat Ability = 0.05 && Artillery combat ability = 0.05;Athenian;Athens
GOT_ideas;Privateer efficiency = 0.15 && Core-Creation Cost = -0.15;Trade Efficiency = 0.1;tag = Gotland;Rebuild Visby = Development cost = -0.1;Invite Mercenaries to Visby = Mercenary maintenance = -0.15;Expand Visby Dockyard = Ship cost = -0.1;Rebuild the Trade = Global trade power = 0.1;Gutnish Merchant Adventurers = Merchants = 1;Gutnish Merchant Navy = Naval force limit modifier = 0.33;Found Visby Bank = Interest per annum = -0.5;Gotlander;Gotland
FIN_ideas;Discipline = 0.05 && National tax modifier = 0.10;Missionary strength vs heretics = 0.02;tag = Finland;Expand Viborg = Fort Defence = 0.15;The Hakkapeliitta = Cavalry combat ability = 0.15;The Fourth Estate = Production Efficiency = 0.1;Settle Middle Finland = Construction Cost = -0.1 && Development cost = -0.1;Found Turun Akatemia = technology cost = -0.05;The White Death = Attrition for enemies = 1;The Anjala Conspiracy = Morale of armies = 0.1;Finnish;Finland
ALB_ideas;Fort Defence = 0.2 && Manpower recovery speed = 0.10;Yearly Yearly Army Tradition Decay = -0.01;tag = Albania;All Lands Under Skanderbeg = Land force limit modifier = 0.2;Land of Ambushers = Land leader maneuver = 1;Kingdom of Albania = Yearly prestige = 1;Hit and Run = Cavalry flanking ability = 0.5;Land of the Eagles = Stability cost modifier = -0.1;Albanian Tolerance = Tolerance of Heretics = 1 && Tolerance of Heathens = 1;Break The Power Of Princes = National manpower modifier = 0.15;Albanian;Albania
PLT_ideas;Infantry Cost = -0.1 && Attrition for enemies = 1;Infantry Combat Ability = 0.1;tag = Polotsk;Legacy of the Werewolf Prince = Cost to fabricate claims = -0.25;Heritage of The Rus' = Legitimacy = 1;Cultural Center = Idea cost = -0.1;Land of Strongholds = Fort Defence = 0.1;Trade Hub = Trade Efficiency = 0.1;Diplomatic Initiative = Diplomatic relation = 1;Forest of Europe = Construction Cost = -0.1 && Development cost = -0.1;Polotskian;Polotsk
PRM_ideas;Yearly prestige decay = -0.01 && Tolerance of Heathens = 2;Fort Defence = 0.2;tag = Perm;Capital of Prikamye = Advisor cost = -0.1;Turkic Mercenaries = Cavalry cost = -0.1;The Old Traditions = National unrest = -1;Great Perm = Trade Efficiency = 0.10;Warriors of the Taiga = Land leader maneuver = 1;Komi Tolerance = Religious Unity = 0.25;Permian Army Reform = Land force limit modifier = 0.25;Permian;Perm
ASH_ideas;Infantry Combat Ability = 0.10 && Looting speed = 0.25;Merchants = 1;tag = Ashanti;Elder Council = Advisor cost = -0.10;The Slave Forts = Institution spread = 0.1;The Akan Coalition = Mercenary maintenance = -0.15;The Golden Stool = Legitimacy = 1;Centralized Coalition = National manpower modifier = 0.15;Osei Kwadwo's Reforms = National tax modifier = 0.10;National Army = Years of separatism = -5;Ashanti;Ashanti
MPC_ideas;Attrition for enemies = 1 && National manpower modifier = 0.1;Diplomat = 1;tag = Mapuche;Mapuche Pucaras = Fort Defence = 0.15;Clava Clubs = Discipline = 0.05;Mapuche Tactics = Yearly Army Tradition From Battles = 0.5;Mapuche Weaving = Trade Steering = 0.2;Ngillatun = National unrest = -1;Peace Parliaments = Diplomatic Reputation = 1;Ruxafe = Yearly prestige = 1;Mapuche;Mapuche
INC_ideas;Idea cost = -0.1 && Land force limit modifier = 0.2;Leader without upkeep = 1;tag = Inca && tag = Cusco && ;Machu Picchu = Yearly prestige = 1;Increased Obligations = Development cost = -0.1;Quipu = National tax modifier = 0.1;Drafted Hatun Runas = Discipline = 0.025 && National manpower modifier = 0.1;Mit'a System = Construction Cost = -0.1;Llama Michis = Production Efficiency = 0.1;Tambo Waystations = Land Attrition = -0.10;Incan;Inca
CHM_ideas;National tax modifier = 0.1 && National unrest = -1;Yearly prestige = 1;tag = Chimu;Inter-Valley Irrigation = Goods produced modifier = 0.1;Ciudadelas = Fort Defence = 0.1;Split Inheritance = Construction Cost = -0.1;Watchfulness of the Moon = Foreign spy detection = 0.2;Artisan Relocations = Possible Advisors = 1;Specialized Economy = Global trade power = 0.1;The Mit'a = National manpower modifier = 0.1;Chimu;Chimu
MCA_ideas;Domestic trade power = 0.25 && Fort Defence = 0.15;National unrest = -1;tag = Muisca;Zipa and Zaque = Stability cost modifier = -0.10;El Dorado = Yearly prestige = 1;Gueches Wrestling = Yearly Army Tradition = 0.5;The Tale of Bochica = National manpower modifier = 0.15;Emeralds Barter = National tax modifier = 0.10;Terrace Farming = Goods produced modifier = 0.1;Consuetudinary Law = Legitimacy = 1;Muiscan;Muisca
CYA_ideas;Construction Cost = -0.1 && Possible Advisors = 1;Production Efficiency = 0.1;tag = Chachapoya;Warriors of the Clouds = Morale of armies = 0.10;Legacy of Kuelap = Development cost = -0.1;Summit Fortresses = Fort Defence = 0.1;Women Diplomacy = Diplomatic Reputation = 1;Chachapoyan Endurance = Advisor cost = -0.10;Purunmachus = Yearly prestige = 1;Cloud Forests = Attrition for enemies = 1.0;Chachapoyan;Chachapoya
TEU_ideas;Cavalry combat ability = 0.1 && Discipline = 0.05;Institution spread = 0.1;tag = Teutonic Order;Reform the Army = Cavalry cost = -0.1 && Infantry Cost = -0.1;Recruit Peasants = Manpower recovery speed = 0.15;Adjust our Infantry Tactics = Infantry Combat Ability = 0.1;Assume Religious Authority = Yearly papal influence = 1 && Church power modifier = 0.05 && Missionary strength = 0.02;Expand the Marches = Fort Defence = 0.15;Promote Prussian Bishops = Missionaries = 1;One State, One Religion = Tolerance of True Faith = 1;Teutonic;Teutonic Order
BUL_ideas;Merchants = 1 && Core-Creation Cost = -0.1;Infantry Combat Ability = 0.15;tag = Bulgaria;Confirm The Bulgarian Boyars = Stability cost modifier = -0.1;Root Out the Heresies = Missionary strength vs heretics = 0.02;Unity Before Feuds = National unrest = -1;Reform The Army = Infantry Cost = -0.1;Reform The Bulgarian Church = Yearly prestige = 1;Military Flexibility = Morale of armies = 0.10;Third Rome = Legitimacy = 1;Bulgarian;Bulgaria
KIE_ideas;National unrest = -1 && Missionary strength vs heretics = 0.01;Morale of armies = 0.1;tag = Kiev;Mother of All Cities = Yearly prestige = 1;Heritage of the Rus' = Diplomatic Reputation = 1;Fending Off The Invaders = Fort Defence = 0.15;Chernozem = Production Efficiency = 0.1;Center Of Orthodox Church = Missionary strength = 0.01 && Tolerance of True Faith = 1;Support Local Traders = Merchants = 1;One To Rule Them All = National tax modifier = 0.1;Kievian;Kiev
NAX_ideas;Tolerance of Heretics = 4 && Cost to fabricate claims = -0.25;Diplomatic Annexation Cost = -0.15;tag = Naxos;Maritime State = Galley combat ability = 0.1 && Naval force limit modifier = 0.2;Naxos Rules The Waves = Morale hit when losing a ship = -0.2;Archipelago Of Opportunities = Embargo Efficiency = 0.1 && Privateer efficiency = 0.25;Legacy Of Crusaders = Yearly Army Tradition = 0.5;Archipelago Feudalism = National unrest = -1;Latin Roots = technology cost = -0.05;Naxian Ambition = Core-Creation Cost = -0.1;Naxosian;Naxos
TUA_ideas;migration cost = -0.2 && Tolerance of True Faith = 2;Institution spread = 0.1;tag = Tapuia;Hunter Gatherers = Land Attrition = -0.1;Home of the Fisherfolk = National unrest = -1;Yam Growers = Production Efficiency = 0.1;Land of Mythology = Yearly Yearly Army Tradition Decay = -0.01;The Way of the Jaguar = Land leader maneuver = 1;Open Trade Routes = Trade Efficiency = 0.1;Unite The Tribes = National manpower modifier = 0.15;Tapuian;Tapuia
POM_ideas;Light ship cost = -0.2 && Morale of armies = 0.1;Global trade power = 0.1;tag = Pomerania && primary culture = Pomeranian && ;Legacy of Pirates = Embargo Efficiency = 0.1 && Privateer efficiency = 0.15;Pomeranian Merchants = Merchants = 1;Northern Ports = Trade Steering = 0.25;Religious Freedom = Tolerance of Heretics = 2;Mercenary Contracts = Mercenary maintenance = -0.15;Dominate the Baltic = Trade Efficiency = 0.1;German Navy = Naval force limit modifier = 0.25;Pomeranian;Pomerania
KAZ_ideas;Aggressive expansion impact = -0.10 && Tolerance of Heathens = 2; Cavalry flanking ability = 0.5;tag = Kazan;Steppe Tolerance = Religious Unity = 0.25;Tribal Legacy = Core-Creation Cost = -0.25;Warrior Society = Cavalry combat ability = 0.20;Legacy of the Great Horde = National manpower modifier = 0.25;Steppe Warfare = Land leader maneuver = 1;Settle Down = Fort Defence = 0.15;End Western Domination = Trade Efficiency = 0.1;Kazani;Kazan
ARM_ideas;War Exhaustion = -0.02 && Recover army morale speed = 0.05;Attrition for enemies = 1;tag = Armenia && tag = Karabakh && ;Apostolic Church = Missionary strength = 0.02;Land Reclamation = Development cost = -0.1;Border Nation = Diplomatic Reputation = 1;Melikdom Organization = National tax modifier = 0.1;Sygnakhs = Regiment cost = -0.1;Nakharar Titles = Yearly Army Tradition = 0.5;End of Armenian Diaspora = Production Efficiency = 0.1;Armenian;Armenia
WLS_ideas;Attrition for enemies = 1 && Morale of armies = 0.1;Land force limit modifier = 0.25;tag = Wales;Cynulliad = Stability cost modifier = -0.2;Bardic Literature = Yearly prestige = 1;Cyfraith Hywel = National unrest = -1;Unbennaeth Prydain = Legitimacy = 1;Economic Revival = Production Efficiency = 0.1;Prifysgolion Cymru = Idea cost = -0.1;Welsh Church = Tolerance of True Faith = 1 && Missionary strength vs heretics = 0.01;Welsh;Wales
hausa_ideas;Diplomat = 1 && Domestic trade power = 0.1;Development cost = -0.1;TAG = Katsina && TAG = Kano && TAG = Zazzau && TAG = Hausa && ;Heirs of Bayajida = Diplomatic relation = 1;Regnal Chronicles = Yearly prestige = 1;Sarakunan Babba = Production Efficiency = 0.1;Sarakunan Kasuwa = Caravan power = 0.2;Sarkin Yaki = Shock damage received = -0.1;Sarkin Bayi = Construction Cost = -0.1;Borno Refugees = Institution spread = 0.1;Hausa;Hausa
GUA_ideas;Infantry Cost = -0.10 && National tax modifier = 0.1;National unrest = -1;tag = Guarani;Appeasement of the Pomberos = Stability cost modifier = -0.1;Guarani Pottery = Production Efficiency = 0.1;Echoes of Iguazu = Yearly prestige = 1;Jesuit Conversions = Tolerance of Heathens = 2;Missions Settlements = National manpower modifier = 0.15;Repel the Bandeirantes! = Fort Defence = 0.15;Royal Armaments = Infantry Combat Ability = 0.1;Guarani;Guarani
CUA_ideas;Stability cost modifier = -0.10 && migration cost = -0.2;Cavalry combat ability = 0.10;tag = Charrua;Hunter-Gatherer Ways = Development cost = -0.1;Legacy of the Pampas = Land Attrition = -0.15;Bolas Warfare = Land leader shock = 1;Horse Adoption = Cavalry cost = -0.10;Resist Conquistadors = Attrition for enemies = 1;Garra Charrua = Morale of armies = 0.10;The Last Charruas = Yearly prestige = 1;Charruan;Charrua
CIR_ideas;Stability cost modifier = -0.1 && Fort Defence = 0.2;Morale of armies = 0.10;tag = Circassia;Horsemen of the Steppe = Cavalry combat ability = 0.05 && Cavalry cost = -0.1;Merchants Of Genoa = Provincial trade power = 0.15;Circassian Grain Trade = Trade Efficiency = 0.1;Franciscan Missionaries = Missionaries = 1;Adyghe Beauty = Yearly prestige decay = -0.01;Steppe Diplomats = Diplomat = 1;Religious Flexibility = Tolerance of Heathens = 1 && Tolerance of Heretics = 1;Circassian;Circassia
LXA_ideas;Tolerance of True Faith = 2 && Cavalry to Infantry Ratio = 0.1;Land force limit modifier = 0.2;tag = Lan Xang;Laotian Ethnic Diversity = Max promoted culture = 1;Elephant Cavalry = Cavalry combat ability = 0.15;Court History Of Lan Xang = Aggressive expansion impact = -0.1 && Improve relations = 0.15;The White Elephant = National unrest = -1;Flowering Of Culture = Stability cost modifier = -0.1;Merchants of Vientiane = Fort Defence = 0.1;Renaissance of Lan Xang = Institution spread = 0.1;Lan Xangi;Lan Xang
KHI_ideas;Land Attrition = -0.1 && Cavalry cost = -0.1;Reinforce speed = 0.1;tag = Khiva;Horde Legacy = Cavalry combat ability = 0.15;Deserts of Khiva = Attrition for enemies = 1;Oasis of Merv = Caravan power = 0.2;Djuma Mosque = Missionary strength = 0.01;Amu Darya = Trade Efficiency = 0.1;Ichan Qal'a = Fort Defence = 0.15;Great Power Diplomacy = Improve relations = 0.2;Khivan;Khiva
BAH_ideas;Cavalry combat ability = 0.1 && Yearly Army Tradition = 0.5;Stability cost modifier = -0.1;tag = Bahmanis && religion group = Muslim;Gharbians = Manpower recovery speed = 0.1;Legacy of Gisu Daraz = Religious Unity = 0.25 && Yearly prestige = 0.5;Dakani Language = Max promoted culture = 1;Karimis = Trade Efficiency = 0.1;Takht-e-Firoza = Diplomatic Reputation = 1;Bahmani Primogeniture = Legitimacy = 1;Great Madrasa of the Deccan = Idea cost = -0.1;Bahmani;Bahmanis
JAJ_ideas;May raid coasts = yes && Light ship cost = -0.20;Morale of navies = 0.15;tag = Habsan;Goma = Tolerance of Heathens = 3;Siddi Seamanship = Navy Tradition = 1 && Sailor maintenance = -0.1;Impregnable Island Fortress = Fort Defence = 0.15;The Siddi Diaspora = National manpower modifier = 0.1;Siddi Diplomacy = Diplomat = 1;Konkan Trade = Trade Efficiency = 0.1;Expansion of the Navy = Naval maintenance modifier = -0.10;Habsani;Habsan
JNP_ideas;Infantry Cost = -0.1 && Diplomatic relation = 1;Global trade power = 0.10;tag = Jaunpur && religion group = Muslim;Purbias = Land fire damage = 0.1;Shiraz-i Hind = Institution spread = 0.1;Sants and Sufis = Religious Unity = 0.5;Jaunpuri Architecture = Development cost = -0.1;Gangetic Plain = Goods produced modifier = 0.1;Hindustani Classical Music = Yearly prestige = 1;Modernization of the Army = Infantry Combat Ability = 0.1;Jaunpuri;Jaunpur
HAM_ideas;Light ship combat ability = 0.1 && National tax modifier = 0.1;Naval force limit modifier = 0.25;tag = Hamburg;Hanseatic City = Global trade power = 0.15;Burgher Republic = Republican Tradition = 0.3;Walls of Hamburg = Fort Defence = 0.25;First Constitution of Hamburg = National unrest = -1;School of the Johanneum = Idea cost = -0.1;Berenberg Bank = Interest per annum = -0.5 && Production Efficiency = 0.1;Shipyards of the Elbe = Ship cost = -0.10;Hamburgian;Hamburg
jerusalem_ideas;Missionary maintenance cost = -0.25 && Missionary strength = 0.02;National manpower modifier = 0.25;tag = Jerusalem && religion group = Christian;Crown of Thorns = Yearly prestige = 1 && Legitimacy = 1;Latin Patriarch = Yearly papal influence = 2;Frontier State = Discipline = 0.05;Land of the Heathen = Missionaries = 1;Crusader Aristocracy = Land leader shock = 1;Crusader Castles = Fort Defence = 0.25;Cosmopolitan Nobility = Diplomatic Reputation = 2;Jerusalem;jerusalem
KHM_ideas;Advisor cost = -0.10 && National tax modifier = 0.1;National manpower modifier = 0.2;tag = Khmer;Preah Ko Preah Keo = Morale of armies = 0.1;Theravada Buddhism = Tolerance of True Faith = 1 && Improve relations = 0.15;Cham Migration = Navy Tradition = 1;River Trade = Trade Efficiency = 0.1;European Mercenaries = Discipline = 0.05;Restoration of Angkor = Yearly prestige = 1;A Modern Khmer Navy = Ship durability = 0.05;Cambodian;Khmer
ZAZ_ideas;Looting speed = 0.25 && Manpower recovery speed = 0.1;National manpower modifier = 0.2;tag = Zaporozhie;Fast Fort Builders = Development cost = -0.1;Hetmanate = National unrest = -1;Steppe Riders = Land Attrition = -0.15;Hit And Run = Land leader maneuver = 1;Brutal Diplomacy = Power projection from insults = 1;Steppe Tolerance = Religious Unity = 0.25;Army First = Cavalry cost = -0.1 && Infantry Cost = -0.1;Zaporozhian;Zaporozhie
CAN_ideas;Trade Efficiency = 0.1 && Land Attrition = -0.15;Republican Tradition = 0.3 && Legitimacy = 1;tag = Canada;Singing Lumberjacks = Production Efficiency = 0.10;The Hudson Bay Company = Merchants = 1;Settling the Interior = Colonist = 1;The Maritimes = Navy Tradition = 1;The Quebec Act = Tolerance of Heretics = 2;Legacy of the Empire = Trade Steering = 0.15;The Forests of Canada = Ship cost = -0.1;Canadian;Canada
QUE_ideas;Infantry Combat Ability = 0.10 && Tolerance of True Faith = 2;Yearly Yearly Army Tradition Decay = -0.01;tag = Quebec;Coureurs des Bois = Goods produced modifier = 0.1;The Seigneurial System = National tax modifier = 0.15;Relations with the First Nations People = Diplomatic relation = 1;Fortifications of Quebec = Fort Defence = 0.15;The College of Quebec = Institution spread = 0.1;Commissions for Noble Sons = Leader without upkeep = 1;Jesuit Missions = Missionary strength = 0.01;Quebec;Quebec
MEX_ideas;Global settler increase = 15 && Yearly inflation reduction = 0.1;Manpower recovery speed = 0.15;tag = Mexico;Rebuilding Mexico = Construction Cost = -0.10;The Republic of Indians = Max promoted culture = 1;Peace by Purchase = Years of separatism = -5;Casa de las Campanas = Idea cost = -0.10;Repartimiento = Production Efficiency = 0.15;Heroes of the Revolution = Land leader shock = 1;Grito de Dolores = Morale of armies = 0.10;Mexican;Mexico
TRA_ideas;National manpower modifier = 0.1 && Fort Defence = 0.15;Trade Steering = 0.2;tag = Transylvania;Unio Trium Nationum = Cavalry combat ability = 0.15;Torda Salt Mines = Production Efficiency = 0.1;Transylvanian Saxons = Construction Cost = -0.1;Decree of Torda = National tax modifier = 0.1;Patent of Toleration = Tolerance of Heretics = 3;Unitarian Zeal = Tolerance of True Faith = 2;Anti-Habsburg Policies = Diplomatic relation = 1;Transylvanian;Transylvania
SUK_ideas;Diplomatic Reputation = 1 && Tolerance of True Faith = 2;Land force limit modifier = 0.25;tag = Sukhothai;Birthplace of a Culture = Yearly prestige = 1;Akson Thai = technology cost = -0.05;Sawankalok Ware = Trade Efficiency = 0.1;Wat Si Sawai  = Missionary strength = 0.01;Father Governs Children = National unrest = -1;Ramkhamhaeng Stele = Legitimacy = 1;War Elephants = Cavalry combat ability = 0.1;Sukhothai;Sukhothai
WBG_ideas;Provincial trade power = 0.10 && Yearly papal influence = 1 && Church power modifier = 0.05;Improve relations = 0.3;tag = Wurzburg;Legacy of the Imperial Diets = Diplomatic relation = 1;Duke in Franconia = Diplomatic Reputation = 1;Franconian Circle = Cavalry combat ability = 0.10;Independent Counts = Stability cost modifier = -0.1;Cassation of Monasteries = National tax modifier = 0.10;Franconian Wine = Production Efficiency = 0.1;Baroque Artists = Yearly prestige = 1;Wurzburgian;Wurzburg
CEY_ideas;Fort Defence = 0.1 && Trade Efficiency = 0.1;Domestic trade power = 0.1;tag = Kotte && tag = Kandy && ;Gabadagam = National tax modifier = 0.10;Sinhalese Sandesas = Yearly prestige = 1;Pearl of the Indian Ocean = Merchants = 1;Centre of Learning = Diplomatic Reputation = 1;Develop the Cinnamon Trade = Goods produced modifier = 0.1;Growth of New Castes = Production Efficiency = 0.1;Sinhalese Guerrilla Warfare = Attrition for enemies = 1.0;Kotti;Kotte
CND_ideas;Morale of navies = 0.1 && Core-Creation Cost = -0.2;Yearly Yearly navy tradition decay = -0.01;tag = Candar;Genoese Connections = Merchants = 1;Candarid Literary Reform = Administrative Technology Cost = -0.1;Ismail Bey Complex = Development cost = -0.1;Anatolian Center for Learning = Advisor cost = -0.1 && Possible Advisors = 1;Legacy of the Candar Corps = Discipline = 0.05;Sinop Shipyard = Naval force limit modifier = 0.25;Kure Copper Mine = Goods produced modifier = 0.1;Candari;Candar
BRZ_ideas;Attrition for enemies = 1 && Envoy travel time = -0.25;Goods produced modifier = 0.1;tag = Brazil;Governorate General = National tax modifier = 0.1;Research of John of Nassau = Institution spread = 0.1;Mines of Minas Gerais = Yearly inflation reduction = 0.1;Halting Foreign Incursions = Infantry Combat Ability = 0.1;Entradas and Bandeiras = Core-Creation Cost = -0.15;Inconfidencia Mineira = Stability cost modifier = -0.1;Seat of the Empire = Legitimacy = 1;Brazilian;Brazil
